//// Таблица стрельбы снарядом  ОФ-26
//// Расчитано для:
839     Начальная скорость
0,0053     К сопр
0,5396     К балл
-3,60000127683348E-6
-3,60000127683348E-6
0,00853409999872315
0,0156392999987232
0,0228590999987233
0,0314540999987236
0,0381581999987237
0,0473834999987239
0,0545459999987241
0,0634274999987235
0,0712202999987229
0,0795860999987222
0,0878372999987215
0,0958592999987208
0,10451159999872
0,112304399998719
0,121185899998721
0,129093299998722
0,137974799998723
0,146168699998724
0,154820999998725
0,163244099998726
0,171781799998727
0,180434099998729
0,18879989999873
0,197624099998731
0,205989899998732
0,214985999998733
0,223351799998734
0,232405199998735
0,240942899998737
0,249938999998738
0,258648599998739
0,26758739999874
0,276411599998741
0,285350399998742
0,294289199998744
0,303227999998745
0,312338699998746
0,321220199998747
0,330445499998748
0,33938429999875
0,348666899998751
0,357605699998752
0,367002899998753
0,375998999998754
0,385453499998756
0,394506899998757
0,404075999998758
0,413243999998759
0,422755799998761
0,432038399998762
0,441607499998763
0,450947399998762
0,460631099998755
0,470028299998748
0,47971199999874
0,489223799998734
0,498964799998726
0,508533899998719
0,518332199998712
0,528015899998705
0,537871499998698
0,547555199998691
0,557525399998683
0,567323699998676
0,577351199998669
0,587149499998662
0,597291599998654
0,607204499998647
0,617403899998639
0,627374099998632
0,637630799998624
0,647715599998617
0,658029599998609
0,668171699998602
0,678542999998594
0,688799699998587
0,699228299998579
0,709599599998572
0,720028199998564
0,730514099998556
0,740999999998548
0,751600499998541
0,762143699998533
0,772858799998525
0,783459299998517
0,794231699998509
0,804889499998502
0,815833799998494
0,826606199998486
0,837493199998478
0,84843749999847
0,859381799998462
0,870383399998453
0,881384999998445
0,892558499998437
0,903617399998443
0,914848199998455
0,926021699998466
0,937367099998477
0,948655199998488
0,9600005999985
0,971403299998511
0,982805999998523
0,994380599998534
1,00584059999855
1,01747249999856
1,02910439999857
1,04073629999858
1,05248279999859
1,0641719999986
1,07609039999862
1,08789419999863
1,09986989999864
1,11184559999865
1,12376399999866
1,13591159999868
1,14794459999869
1,1601494999987
1,17235439999871
1,18461659999872
1,19693609999874
1,20925559999875
1,22174699999876
1,23418109999877
1,24667249999879
1,2593357999988
1,27188449999881
1,28460509999882
1,29732569999884
1,31004629999885
1,32299609999886
1,33588859999888
1,34878109999889
1,3618454999989
1,37490989999891
1,38803159999893
1,40126789999894
1,41444689999895
1,42779779999897
1,44114869999898
1,45449959999899
1,46807969999901
1,48160249999902
1,49512529999903
1,50887729999905
1,52257199999906
1,53632399999908
1,55019059999909
1,5641144999991
1,57809569999912
1,59213419999913
1,60622999999915
1,62038309999916
1,63465079999917
1,64891849999919
1,6633007999992
1,67774039999922
1,69223729999923
1,70679149999925
1,72146029999926
1,73618639999928
1,75091249999929
1,76581049999931
1,78076579999932
1,79572109999934
1,81079099999935
1,82591819999937
1,84115999999938
1,8564017999994
1,87181549999941
1,88722919999943
1,90275749999944
1,91834309999946
1,93404329999947
1,94974349999949
1,96555829999951
1,98148769999952
1,99753169999954
2,01357569999955
2,02967699999957
2,04595019999959
2,0622806999996
2,07866849999962
2,09511359999963
2,11173059999965
2,12840489999967
2,14513649999969
2,1619253999997
2,17888619999972
2,19590429999974
2,21297969999975
2,23016969999977
2,24747429999979
2,2648361999998
2,28231269999982
2,29990379999984
2,31755219999986
2,33531519999988
2,4600573
